player_name,height_wo_shoes,weight,wingspan,standing_reach,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,three_quarter_sprint,bench_press,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,pfr,year,ast/tov,pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,war_total,position_C,position_C-PF,position_PF,position_PF-C,position_PF-SF,position_PG,position_PG-SG,position_SF,position_SF-PF,position_SF-SG,position_SG,position_SG-PG,position_SG-SF
Zach LaVine,76.5,180.9,80.25,100.0,4.7,8.25,8.75,33.5,41.5,10.42,3.19,,37,60.7,107.3,19.0,52.4,54.48,2.4,9.5,12.6,13.9,47,68,0.691,79,160,0.494,48,128,0.375,0.8,2.1,23.6,1,1.9002299999999999,110.24799999999999,3.2,2014,1.57149149,13.0,103.564,98.8807,2.59395,148.504,2.74348,2.46177,0.28170700000000004,1.99942,24.4324,1.46349,0.535932,0.4865,2.0541,2.5405,1.7838,0.8919,0.1622,9.4324,0.8166170411428572,0,0,0,0,0,1,0,0,0,0,0,0,0
Doug McDermott,78.25,218.0,81.25,103.0,7.1,8.75,9.75,28.5,36.5,11.1,3.29,,39,72.4,110.1,26.2,58.1,60.67,9.6,20.5,9.8,18.5,94,126,0.746,173,303,0.5710000000000001,47,116,0.405,0.4,0.6,30.1,1,3.52158,119.973,2.9,2011,0.51721358,11.0,102.73299999999999,101.427,2.56243,188.78900000000002,1.91937,3.00352,-1.08415,2.96311,29.0513,4.3350599999999995,-1.37196,2.1026,5.0769,7.1795,1.1538,0.2821,0.1026,14.8974,-0.3516407104285714,0,0,0,0,0,0,0,1,0,0,0,0,0
Jordan McRae,75.75,179.4,84.5,104.0,5.2,8.75,8.5,27.5,34.5,11.07,3.39,,10,3.9,69.7,25.6,34.2,37.15,4.2,12.9,0.0,21.8,5,11,0.455,5,10,0.5,1,9,0.111,8.7,2.2,57.9,1,-0.144031,77.0954,3.8,2011,0.0,58.0,97.0956,91.4238,0.65294,10.8492,-6.730580000000001,-7.49777,0.7671939999999999,-4.65107,5.3,-4.75068,0.0996166,0.2,0.6,0.8,0.0,0.2,0.4,1.8,0.09691873849999998,0,0,0,0,0,0,0,0,0,0,1,0,0
Shabazz Napier,71.0,175.2,75.25,93.0,7.35,8.25,8.5,30.5,37.5,11.6,3.2,,41,58.4,103.0,20.9,45.6,50.7,3.0,7.8,24.1,22.6,74,96,0.7709999999999999,54,129,0.419,46,141,0.326,0.5,4.2,35.6,1,2.0651599999999997,110.385,3.0,2011,1.65330997,24.0,97.1752,90.6274,2.9445900000000003,180.847,5.99911,3.60676,2.39235,5.43567,23.8049,2.0609,3.37477,0.6341,1.7805,2.4146,3.0244,1.6098,0.122,7.8049,1.4044392938333337,0,0,0,0,0,1,0,0,0,0,0,0,0
Lamar Patterson,76.0,226.0,83.0,101.0,10.75,9.0,9.25,27.5,32.5,11.63,3.45,,11,7.6,84.3,16.3,35.4,39.35,4.6,8.5,7.2,18.2,6,11,0.545,1,13,0.077,5,11,0.455,4.9,1.8,45.8,1,-0.127478,80.6058,3.0,2010,0.79999999,48.0,97.5385,95.0309,1.02904,17.5186,1.0541399999999999,-1.96892,3.0230599999999996,0.35570100000000004,9.6364,-1.71491,2.07061,0.3636,0.7273,1.0909,0.3636,0.2727,0.4545,2.0909,-0.0718723805,0,0,0,0,0,0,0,0,0,0,1,0,0
Adreian Payne,81.0,238.5,88.0,109.0,7.55,9.25,9.5,,,,,,33,22.4,91.0,18.8,47.9,48.5,12.1,18.4,3.5,21.5,17,35,0.486,34,70,0.486,0,1,0.0,10.1,1.8,49.3,1,0.323353,95.3286,5.1,2011,0.24995875,15.0,93.8686,86.5982,1.2537,66.2424,2.16934,-2.94027,5.10962,0.89969,9.0606,-2.09199,2.99168,0.9394,1.4545,2.3939,0.1515,0.2727,0.8485,2.5758,-0.8722030517500001,0,0,1,0,0,0,0,0,0,0,0,0,0
Elfrid Payton,74.5,185.4,80.0,98.5,5.65,8.75,9.0,31.5,35.5,11.06,3.23,,31,55.8,82.6,24.5,44.7,48.68,3.4,13.8,27.7,31.5,75,133,0.564,76,162,0.469,0,8,0.0,1.2,2.6,78.2,1,0.0894791,85.5037,3.8,2012,0.95831178,10.0,94.4662,94.9612,2.43142,144.276,-1.9939900000000002,-4.10715,2.1131599999999997,-1.90252,22.7742,-3.16082,1.2583,0.6774,2.9032,3.5806,2.9677,1.0323,0.2903,7.3226,2.0880359605714287,0,0,0,0,0,1,0,0,0,0,0,0,0
Dwight Powell,81.5,234.4,84.5,105.0,6.2,9.0,9.25,28.5,35.0,11.28,3.2,,31,60.7,102.6,19.2,48.9,53.62,6.8,19.0,8.6,18.3,69,101,0.6829999999999999,81,162,0.5,7,25,0.28,4.2,1.9,54.0,1,1.67295,104.77600000000001,4.9,2011,0.68176696,45.0,94.4292,91.6343,2.97459,160.38299999999998,4.0042,0.30265,3.70155,2.85775,24.3871,-0.14914000000000002,3.0068900000000003,1.3871,3.7742,5.1613,0.9677,0.7742,0.9032,8.129,2.2829176892857146,0,0,1,0,0,0,0,0,0,0,0,0,0
Julius Randle,79.75,249.7,84.0,105.5,9.4,8.75,8.25,29.0,35.5,11.45,3.27,,40,76.3,111.2,26.2,50.4,56.59,13.4,24.7,10.0,18.7,204,289,0.706,193,374,0.516,3,18,0.16699999999999998,2.6,1.0,73.7,1,4.16801,127.016,3.0,2014,0.5643564,7.0,96.73200000000001,91.0035,4.09889,249.65200000000002,5.231990000000001,3.14857,2.0834200000000003,6.2881599999999995,30.825,4.90839,1.37976,3.5,6.925,10.425,1.425,0.5,0.775,14.975,1.7433310437142862,0,0,1,0,0,0,0,0,0,0,0,0,0
Glenn Robinson III,77.5,211.4,82.0,100.5,5.05,9.0,9.5,36.5,41.5,11.22,3.15,,38,83.4,128.0,15.3,60.9,62.41,7.8,11.2,5.7,9.9,71,105,0.6759999999999999,139,214,0.65,23,71,0.324,0.8,1.9,36.8,1,4.96399,126.792,1.4,2013,1.32250547,40.0,99.8725,93.7873,3.7172300000000003,209.433,8.652560000000001,6.45742,2.19513,7.03255,33.6842,5.18654,1.84601,2.1316,3.2105,5.3421,1.0789,1.0263,0.2632,11.0,0.07240708485714288,0,0,0,0,0,0,0,1,0,0,0,0,0
Marcus Smart,74.0,227.2,81.25,99.0,10.55,9.0,8.75,33.0,36.0,10.82,3.26,,33,82.2,102.2,28.1,45.5,53.24,5.4,14.2,26.8,21.1,167,215,0.777,113,243,0.465,38,131,0.29,2.2,5.3,57.5,1,3.63131,115.719,3.3,2013,1.25225949,6.0,85.2491,81.0731,5.1168,272.437,10.5777,4.4735,6.10424,10.0329,33.5152,4.3141099999999994,5.7188099999999995,1.5152,4.303,5.8182,4.2121,3.0,0.6667,15.3636,5.062694983571428,0,0,0,0,0,1,0,0,0,0,0,0,0
Russ Smith,71.5,160.0,75.5,95.0,3.5,8.25,8.5,29.5,34.0,11.57,3.27,,17,6.7,83.5,28.8,42.7,43.8,1.2,6.9,28.0,27.6,3,5,0.6,7,24,0.292,7,17,0.41200000000000003,1.1,8.0,12.2,1,0.200182,95.3682,7.1,2011,1.07689288,47.0,85.48200000000001,81.1896,0.8768940000000001,24.553,1.35853,-2.65464,4.01317,0.584048,5.6471,-4.58054,5.1645900000000005,0.0588,0.3529,0.4118,0.8235,0.7647,0.0588,2.2353,-0.0958076495,0,0,0,0,0,1,0,0,0,0,0,0,0
Nik Stauskas,77.25,206.9,79.75,102.0,12.05,8.5,8.5,29.0,35.5,10.79,3.27,,38,76.4,121.9,16.4,59.6,63.05,2.1,9.6,7.8,14.3,70,83,0.843,58,116,0.5,79,180,0.439,0.8,1.2,28.0,1,4.11983,122.779,0.9,2013,1.18179463,8.0,102.225,95.9965,3.16947,171.72099999999998,6.76203,5.6738599999999995,1.08817,6.32081,30.8421,5.31687,1.00394,0.5263,2.5263,3.0526,1.3684,0.5789,0.2368,11.1316,-0.4556699442,0,0,0,0,0,0,0,0,0,0,1,0,0
Jarnell Stokes,79.0,262.8,85.25,103.5,8.2,9.75,10.5,31.0,36.0,11.92,3.26,,17,32.4,98.7,22.4,53.4,54.74,12.0,21.2,6.4,21.8,37,65,0.569,63,115,0.5479999999999999,0,3,0.0,5.3,2.3,55.1,1,2.1591299999999998,109.145,3.6,2012,0.34286964,35.0,92.2361,86.6854,3.45365,97.4004,4.08796,-0.31917,4.40713,5.6230199999999995,25.6471,2.22038,3.4026400000000003,2.5882,4.8235,7.4118,0.7059,0.9412,1.3529,9.5882,0.10475616700000001,0,0,1,0,0,0,0,0,0,0,0,0,0
Noah Vonleh,80.0,247.1,88.25,108.0,7.3,9.75,11.75,31.0,37.0,11.45,3.28,,30,61.8,109.1,21.5,56.0,60.43,10.8,27.3,4.9,21.8,96,134,0.716,97,183,0.53,16,33,0.485,5.4,1.9,62.0,1,2.4765200000000003,114.762,4.1,2014,0.2812544,9.0,90.6372,86.69,3.9321099999999998,195.609,5.2758199999999995,0.682888,4.59293,6.05888,26.4667,2.72525,3.3336300000000003,2.3667,6.6,8.9667,0.6,0.8667,1.3667,11.2667,0.41272766457142857,0,0,1,0,0,0,0,0,0,0,0,0,0
T.J. Warren,79.0,220.2,82.25,104.0,7.95,8.75,9.0,27.0,35.5,11.1,3.26,,35,67.2,125.4,18.5,64.5,63.78,9.6,8.1,5.9,11.2,39,72,0.542,172,272,0.632,14,27,0.519,1.5,2.6,24.1,1,4.09771,127.84299999999999,3.3,2013,0.82355363,14.0,103.595,98.7874,2.52882,160.227,6.78402,6.21468,0.569337,7.0944899999999995,26.9714,5.80996,1.28453,2.1143,2.0571,4.1714,0.8,1.2,0.4286,12.1429,1.7228532065714286,0,0,0,0,0,0,0,1,0,0,0,0,0
James Young,77.25,213.3,84.0,104.0,5.1,9.0,9.5,28.0,35.5,,,,40,80.2,111.7,21.8,49.8,53.64,3.7,11.0,10.8,15.9,125,177,0.706,101,215,0.47,82,235,0.349,0.6,1.4,39.3,1,3.736,121.225,2.6,2014,0.89333331,17.0,103.07700000000001,96.9728,3.64344,199.576,4.71558,4.206259999999999,0.509324,5.0662199999999995,32.4,3.9176,1.14862,1.025,3.25,4.275,1.675,0.75,0.2,14.325,-0.180444649,0,0,0,0,0,0,0,0,0,0,1,0,0
Cliff Alexander,79.25,239.2,87.5,109.5,5.8,9.5,10.25,,,,,,28,34.1,113.9,20.4,56.6,59.75,13.2,19.9,5.4,16.6,53,79,0.6709999999999999,73,129,0.5660000000000001,0,0,0.0,7.6,0.6,61.2,1,2.2972099999999998,123.00200000000001,4.6,2015,0.42860001,,93.9742,87.9528,2.41026,101.77600000000001,6.67485,2.4037599999999997,4.27109,5.77612,17.6071,3.0262,2.74992,1.9643,3.3214,5.2857,0.4286,0.1786,1.3214,7.1071,-0.012889206,0,0,0,1,0,0,0,0,0,0,0,0,0
Justin Anderson,77.25,230.6,83.75,101.0,5.0,8.5,9.5,38.0,43.0,11.13,3.22,12.0,35,59.9,106.3,20.8,46.7,52.31,5.1,12.2,20.2,16.1,68,89,0.764,69,146,0.473,20,66,0.303,6.0,2.3,42.0,1,2.26037,111.11,2.3,2013,1.88368876,21.0,88.9786,87.2959,3.20764,159.42700000000002,7.742439999999999,2.6890099999999997,5.05342,6.84686,24.0286,2.98188,3.86498,0.9143,2.4,3.3143,2.3143,0.8571,1.2,7.6,0.32109960359999995,0,0,0,0,0,0,0,0,0,1,0,0,0
Devin Booker,76.5,205.8,80.25,102.5,8.3,8.75,9.0,27.5,34.5,10.27,3.28,8.0,32,28.9,100.4,20.5,56.1,56.09,10.8,17.6,5.4,22.3,24,45,0.5329999999999999,60,106,0.5660000000000001,0,1,0.0,1.1,1.9,42.1,1,0.890668,106.704,4.4,2010,0.33333333,,92.3856,88.4566,1.5265600000000001,72.6499,0.392226,-0.203306,0.595532,0.585088,11.5625,-0.193589,0.7786770000000001,1.125,1.8125,2.9375,0.3125,0.375,0.125,4.5,3.7321908001666664,0,0,0,0,0,0,0,0,0,0,1,0,0
Anthony Brown,77.75,211.0,83.0,104.5,6.1,8.5,9.0,27.5,34.5,10.94,3.18,4.0,33,56.2,96.5,22.0,52.8,54.31,8.3,18.6,8.2,22.7,64,114,0.561,93,176,0.528,0,0,0.0,1.9,1.3,64.8,4,1.06013,97.8554,3.8,2009,0.49122908,,101.052,100.72399999999999,1.99279,128.028,-1.8360599999999998,-1.9460400000000002,0.109983,-2.35318,22.9091,-1.6848599999999998,-0.6683180000000001,1.4242,3.303,4.7273,0.8485,0.4545,0.3333,7.5758,-0.020130870999999998,0,0,0,0,0,0,0,0,0,1,0,0,0
Willie Cauley-Stein,83.25,242.4,87.0,111.0,6.3,9.5,9.0,,,,,,29,51.4,103.5,19.9,62.1,57.66,12.0,17.2,8.0,20.8,32,86,0.37200000000000005,105,169,0.621,0,0,0.0,8.4,2.1,50.9,1,1.87415,107.03399999999999,4.1,2013,0.56246979,6.0,90.3763,87.4122,3.11882,155.769,6.29739,1.47138,4.82601,5.37659,23.5517,2.19092,3.18567,2.3103,3.8621,6.1724,0.9309999999999999,0.8276,2.069,8.3448,1.1263342241666667,1,0,0,0,0,0,0,0,0,0,0,0,0
Rakeem Christmas,80.25,242.6,89.25,110.5,9.6,9.25,9.0,29.0,32.0,11.6,3.47,9.0,37,28.6,105.4,14.2,57.3,57.76,11.0,17.4,2.9,23.2,16,28,0.5710000000000001,43,75,0.573,0,0,0.0,8.0,1.6,37.3,1,0.667435,101.15,5.9,2012,0.30437582,36.0,90.6938,86.17,1.59605,87.9854,4.11175,-0.034972199999999995,4.146719999999999,1.0006899999999999,11.4865,-1.3883299999999998,2.38902,1.0811,1.8378,2.9189,0.1892,0.2973,0.8108,2.7568,-0.0357471665,0,0,0,1,0,0,0,0,0,0,0,0,0
Pat Connaughton,76.0,215.0,80.0,96.0,10.2,8.5,9.25,37.5,44.0,10.58,3.2,13.0,34,59.4,110.0,15.6,52.5,54.67,4.9,16.7,7.9,12.2,28,37,0.757,44,81,0.5429999999999999,41,120,0.342,0.6,1.3,18.4,1,1.8862900000000002,107.22,2.2,2012,1.25003536,41.0,98.7538,94.7319,2.6076,137.119,2.9104799999999997,1.97325,0.9372290000000001,3.4718699999999996,24.1176,2.3911599999999997,1.08071,0.9706,3.4412,4.4118,0.8824,0.5,0.1471,7.0294,1.7231256863333335,0,0,0,0,0,0,0,0,0,0,1,0,0
Quinn Cook,72.25,179.0,76.0,96.5,6.7,7.5,8.75,24.5,31.0,11.44,3.38,14.0,33,28.2,117.9,20.9,46.6,52.41,1.8,8.0,31.5,13.0,38,49,0.7759999999999999,33,60,0.55,14,56,0.25,0.5,2.1,42.2,1,1.6676799999999998,125.641,2.7,2012,3.49972525,,102.23700000000001,96.6754,1.1984299999999999,62.1373,3.89808,4.93281,-1.03473,4.82843,11.7273,4.0023599999999995,0.8260620000000001,0.1818,0.8485,1.0303,1.9091,0.4242,0.0606,4.4242,-0.5913729094000001,0,0,0,0,0,1,0,0,0,0,0,0,0
Branden Dawson,77.5,230.2,83.0,105.0,5.8,9.0,8.75,28.5,34.5,12.22,3.2,12.0,31,43.1,110.0,21.6,57.7,58.39,13.3,12.5,9.5,19.0,41,69,0.594,109,186,0.586,0,3,0.0,4.8,2.8,36.5,1,2.36873,117.54700000000001,2.6,2012,0.67442869,56.0,89.7086,84.4402,2.99021,127.471,8.45541,3.3885400000000003,5.06688,8.492510000000001,20.6452,4.72335,3.76916,2.1613,2.3226,4.4839,0.9355,0.9355,0.8387,8.3548,-0.257225065,0,0,1,0,0,0,0,0,0,0,0,0,0
Sam Dekker,79.75,218.6,83.5,106.0,7.5,8.5,9.25,25.5,34.5,10.64,3.28,5.0,35,54.9,116.7,21.8,57.9,59.67,6.3,11.4,14.1,14.2,49,71,0.69,68,119,0.5710000000000001,50,128,0.391,1.8,1.9,28.7,1,3.1939599999999997,125.796,2.2,2013,1.27036228,18.0,91.5261,85.5384,3.07755,128.84799999999998,8.34152,5.05216,3.28936,10.423,22.2857,6.8034,3.61965,1.2286,2.1429,3.3714,1.3429,0.6571,0.4,9.5714,0.5768211089999999,0,0,0,0,0,0,0,1,0,0,0,0,0
Treveon Graham,76.0,219.4,82.5,103.0,5.5,8.5,8.25,28.5,31.5,11.64,3.3,11.0,36,41.7,102.6,24.1,45.6,50.4,9.5,13.3,7.3,14.3,76,120,0.633,49,110,0.445,26,83,0.313,1.7,2.7,62.2,1,1.4870299999999999,110.068,4.5,2012,0.58831002,,92.0593,92.3947,1.9631299999999998,109.448,2.40636,1.77673,0.629627,2.437,16.7778,1.74374,0.6932590000000001,1.4444,1.7778,3.2222,0.5556,0.75,0.25,7.0,0.23227990649999997,0,0,0,0,0,0,0,1,0,0,0,0,0
Jerian Grant,75.25,198.0,79.5,100.0,5.6,8.25,8.5,,,,,,34,89.3,110.9,21.2,46.8,53.38,1.8,7.5,29.5,15.6,113,138,0.8190000000000001,67,165,0.406,57,161,0.354,0.5,2.3,42.3,2,4.08429,117.309,1.9,2012,2.68260567,19.0,101.214,97.0918,3.62534,184.449,4.4237400000000004,4.13945,0.284283,5.0951699999999995,36.2353,3.4963900000000003,1.5987799999999999,0.5294,2.3235,2.8529,4.9706,1.2941,0.1765,12.2941,0.6718862864000001,0,0,0,0,0,1,0,0,0,0,0,0,0
Montrezl Harrell,79.0,253.4,88.25,109.0,11.9,9.0,9.75,,,,,,40,39.9,114.5,16.7,57.7,57.09,11.4,14.6,2.5,12.7,32,63,0.508,97,168,0.5770000000000001,0,0,0.0,4.9,1.9,37.5,1,1.7725099999999998,115.928,3.1,2013,0.34782609999999997,32.0,88.1774,83.4225,2.3513,123.603,5.7054599999999995,2.23038,3.47508,5.82745,16.2,3.33385,2.49359,1.575,2.05,3.625,0.2,0.5,0.675,5.65,3.465680814666666,0,0,1,0,0,0,0,0,0,0,0,0,0
Andrew Harrison,76.5,213.2,81.0,100.0,5.9,8.25,9.25,26.5,33.0,11.2,3.34,,40,78.5,102.6,21.8,41.7,50.61,3.0,8.1,23.9,23.6,159,208,0.764,88,236,0.373,33,94,0.35100000000000003,0.7,1.0,63.0,1,2.57235,111.307,3.8,2014,1.45871561,44.0,105.00399999999999,98.7855,3.3645300000000002,176.457,1.9676900000000002,1.8097,0.157996,1.2592,31.675,0.990468,0.268733,0.8,2.35,3.15,3.975,0.525,0.225,10.85,-0.0597955586666666,0,0,0,0,0,1,0,0,0,0,0,0,0
Aaron Harrison,76.5,209.2,80.25,100.5,6.0,8.75,10.0,28.5,34.5,,3.27,1.0,40,80.7,116.2,20.0,49.9,55.5,2.3,7.8,11.6,14.9,139,176,0.79,112,237,0.473,62,174,0.35600000000000004,0.9,2.0,42.8,1,4.00159,123.417,2.6,2014,1.13846155,,103.041,96.9389,3.6669199999999997,201.013,5.49841,4.362,1.1364100000000001,5.65233,32.575,3.4055400000000002,2.2467900000000003,0.625,2.325,2.95,1.85,1.075,0.3,13.725,-0.23987658733333336,0,0,0,0,0,0,0,0,0,0,1,0,0
Rondae Hollis-Jefferson,77.5,210.8,86.0,104.0,5.0,8.75,9.75,32.0,38.0,10.41,3.12,13.0,38,62.3,113.1,20.4,49.4,54.44,10.4,15.7,11.0,13.9,103,151,0.682,119,237,0.502,2,10,0.2,4.3,1.8,61.1,1,2.75243,119.494,3.8,2014,1.25002159,23.0,88.6868,84.1936,3.9360000000000004,189.697,8.51251,2.76207,5.75044,7.44216,25.2632,2.86751,4.57465,2.1842,3.4737,5.6579,1.4474,0.7368,1.0526,9.1316,2.2626539940000003,0,0,0,0,0,0,0,1,0,0,0,0,0
Richaun Holmes,80.25,242.8,85.5,108.0,8.8,8.5,8.5,32.5,36.0,11.24,3.32,15.0,30,45.9,118.9,17.7,62.4,62.84,14.8,17.1,2.9,15.1,31,50,0.62,83,131,0.634,0,2,0.0,13.2,1.6,37.6,2,1.92162,114.065,4.6,2013,0.291625,37.0,93.1114,93.5789,2.05947,120.766,6.4163,0.696857,5.7194400000000005,5.46821,18.6667,2.4332599999999998,3.03494,2.3667,2.6667,5.0333,0.2333,0.4667,2.2667,6.5667,1.4376572193333332,0,0,1,0,0,0,0,0,0,0,0,0,0
Dakari Johnson,83.0,264.6,86.0,112.0,14.9,9.25,10.5,22.5,25.0,11.76,3.62,4.0,39,34.1,112.8,19.8,56.9,54.78,17.0,15.0,4.2,13.7,38,85,0.447,82,144,0.569,0,0,0.0,4.3,1.0,59.0,1,1.55082,119.679,5.7,2014,0.44009361,48.0,99.7456,93.8867,1.7350700000000001,98.6969,4.24905,3.04515,1.2039,3.68296,14.1026,2.3645400000000003,1.3184200000000001,2.0256,1.9231,3.9487,0.2821,0.2308,0.5897,5.1795,0.539144529,1,0,0,0,0,0,0,0,0,0,0,0,0
Stanley Johnson,77.0,241.8,83.5,102.0,7.5,9.0,9.0,,,,,,38,70.9,108.0,26.0,50.1,55.1,8.9,19.1,11.6,17.4,132,178,0.742,131,274,0.478,43,116,0.371,1.6,3.2,45.6,1,3.4998699999999996,120.97399999999999,3.7,2015,0.7682932,8.0,86.6693,82.5525,4.41275,234.53099999999998,8.8059,4.11077,4.695130000000001,8.38064,28.4474,4.5269,3.85374,1.9737,4.5263,6.5,1.6579,1.5,0.3947,13.7632,0.11917453850000004,0,0,0,0,0,0,0,1,0,0,0,0,0
Tyus Jones,72.5,184.6,77.0,97.0,6.5,8.25,8.75,26.5,32.5,11.84,3.32,2.0,39,84.2,121.8,19.9,48.9,57.49,1.8,9.9,27.5,17.4,144,162,0.889,88,200,0.44,47,124,0.379,0.2,2.7,50.0,1,5.0666199999999995,128.753,1.4,2015,2.8552881,24.0,98.3377,91.4497,4.202,223.713,8.587660000000001,6.36463,2.22302,8.39666,33.8974,5.61301,2.78366,0.4872,3.0256,3.5128,5.5641,1.5128,0.0769,11.8205,1.7677992151666668,0,0,0,0,0,1,0,0,0,0,0,0,0
Frank Kaminsky,83.75,231.2,83.0,109.5,9.4,8.5,9.5,,,,,,35,18.7,106.0,16.3,50.0,50.28,10.3,12.6,7.9,15.5,7,14,0.5,13,21,0.619,10,35,0.28600000000000003,5.0,1.0,25.0,1,0.550257,104.902,5.0,2012,1.0,9.0,90.1626,85.5435,1.0924399999999999,45.5404,5.12295,1.6931599999999998,3.42979,2.9430400000000003,7.7429,-0.23878600000000003,3.1818299999999997,0.6286,0.8,1.4286,0.2857,0.1143,0.3714,1.8,0.7338562106666666,0,1,0,0,0,0,0,0,0,0,0,0,0
Kevon Looney,80.0,222.4,87.5,110.0,11.9,9.5,9.25,,,,,,36,76.8,113.0,20.0,50.5,53.22,12.2,21.0,9.1,11.9,92,147,0.626,129,268,0.48100000000000004,22,53,0.415,3.3,2.5,45.8,1,3.6486300000000003,119.618,3.7,2015,1.1333600000000001,30.0,96.2307,91.9367,3.7819599999999998,242.47299999999998,7.63282,4.25398,3.3788400000000003,6.315919999999999,30.9444,4.43098,1.88494,3.3889,5.8056,9.1944,1.4167,1.2778,0.8889,11.5556,2.026850267,0,0,1,0,0,0,0,0,0,0,0,0,0
Trey Lyles,81.0,241.2,85.5,108.0,12.1,9.25,10.25,,,,,,36,52.6,112.6,20.6,49.6,54.26,9.9,16.1,9.2,15.0,75,102,0.735,113,211,0.536,4,29,0.138,2.1,1.4,42.5,1,2.66531,119.146,2.8,2015,0.92685926,12.0,85.2659,80.7753,3.68296,154.613,7.23508,3.72842,3.5066599999999997,6.72041,23.0,3.6155800000000005,3.1048299999999998,1.8056,3.4167,5.2222,1.0556,0.5278,0.4444,8.6944,0.2640187753333333,0,0,1,0,0,0,0,0,0,0,0,0,0
Jarell Martin,80.0,238.6,81.0,106.5,10.1,8.25,9.5,28.5,35.0,11.2,3.27,19.0,32,60.9,106.1,19.6,52.3,55.21,7.2,11.4,6.6,17.9,62,90,0.6890000000000001,94,176,0.534,27,81,0.33299999999999996,2.6,1.8,35.0,1,2.1163,111.274,3.7,2014,0.55766153,25.0,102.602,99.179,2.73659,143.366,2.81386,1.8779599999999999,0.9359,2.55709,26.1562,2.03536,0.5217310000000001,1.75,2.8125,4.5625,0.9062,0.8438,0.6875,10.3438,-0.47057035999999997,0,0,1,0,0,0,0,0,0,0,0,0,0
Chris McCullough,80.25,199.0,87.25,109.0,6.2,8.75,8.75,,,,,,16,36.0,92.5,21.1,48.2,50.78,9.0,18.5,8.2,22.2,40,71,0.563,53,112,0.473,1,1,1.0,8.5,3.6,62.8,1,1.05663,96.314,3.6,2015,0.51428571,29.0,87.8528,86.8556,3.92646,109.27600000000001,5.9099,-1.6899400000000002,7.5998399999999995,4.68636,28.125,-0.23020900000000002,4.91657,2.25,4.625,6.875,1.125,1.6875,2.0625,9.3125,-0.007120733666666666,0,0,1,0,0,0,0,0,0,0,0,0,0
Jordan Mickey,79.0,238.0,87.25,106.0,7.2,8.75,9.5,33.0,37.5,11.72,3.28,9.0,34,81.2,104.4,19.6,53.3,56.49,7.5,18.0,6.3,20.1,91,131,0.695,171,316,0.541,0,5,0.0,9.2,1.1,40.8,1,2.36869,108.71,2.7,2014,0.46153174,33.0,97.9416,95.051,3.90153,233.173,5.01014,-0.117658,5.1278,3.9751199999999995,32.8235,1.5716,2.40352,2.2647,5.5882,7.8529,1.0588,0.6176,3.1176,12.7353,-0.30871697800000003,0,0,1,0,0,0,0,0,0,0,0,0,0
Cameron Payne,72.75,182.8,79.25,97.5,6.3,8.5,8.25,29.75,35.5,10.9,3.28,0.0,32,81.9,108.5,29.6,48.2,53.08,0.9,10.8,34.1,19.3,119,149,0.799,112,247,0.45299999999999996,71,206,0.345,1.7,2.8,32.9,1,3.4344,117.91,3.5,2014,1.66018391,14.0,103.64299999999999,103.86200000000001,2.93387,196.42,2.94997,3.04498,-0.0950023,3.43537,33.0,3.16663,0.268735,0.2812,3.3438,3.625,5.3438,1.5938,0.5938,17.375,1.0180652184999999,0,0,0,0,0,1,0,0,0,0,0,0,0
Bobby Portis,81.5,246.2,86.0,108.5,8.9,9.5,9.25,25.0,31.5,11.78,3.56,5.0,34,66.5,116.1,21.3,52.4,56.18,10.2,16.8,11.0,11.6,87,118,0.737,152,283,0.537,9,33,0.273,5.9,2.1,37.3,1,3.17695,122.09100000000001,2.6,2014,1.21950416,22.0,94.564,91.4703,3.5283,203.37900000000002,7.05452,2.6880900000000003,4.36643,6.99605,27.0,4.49478,2.50127,2.5294,4.2353,6.7647,1.4706,1.0294,1.5882,12.2941,0.8000479755,0,0,1,0,0,0,0,0,0,0,0,0,0
Norman Powell,75.0,215.4,82.75,102.5,6.4,9.25,9.0,32.5,40.5,10.69,3.2,5.0,32,44.2,96.8,15.7,45.6,46.58,1.9,13.7,12.2,15.9,9,14,0.643,32,79,0.405,24,70,0.34299999999999997,1.8,1.6,9.4,1,0.587565,93.9219,3.1,2012,1.60851424,46.0,99.0608,97.1725,1.7907,92.0277,0.806276,-0.142067,0.948342,0.5518649999999999,17.6875,-0.34388,0.8957450000000001,0.2812,2.0,2.2812,1.1562,0.4688,0.2812,4.5312,1.7626167081666668,0,0,0,0,0,0,0,0,0,0,1,0,0
